nom,latitude,longitude,note,prix,furniture_store,laundry,bakery,cafe,home_goods_store,clothing_store,atm,lodging,night_club,convenience_store,restaurant,bar
Terres de café,48.84945880000001,2.3782623,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café de New York,48.87220320000001,2.3030515,2.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks,48.8671966,2.3471595,3.7,2,0,0,0,1,0,0,0,0,0,0,0,0
Total Petrol Station Access,48.88780120000001,2.455467,3.9,-1,0,0,0,1,1,0,0,0,0,0,0,0
A Mon Cafe,48.850183,2.382731,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Zazou P M U et Loto,48.8690551,2.4025817,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
L'Ecluse,48.894109,2.373657,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Fresque,48.8625486,2.3480698,4.3,-1,0,0,0,1,0,0,0,0,0,0,1,0
Starbucks,48.8623309,2.3439543,3.6,2,0,0,0,1,0,0,0,0,0,0,0,0
Le Fénelon,48.85338700000001,2.343261,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Village Café,48.8825703,2.3148938,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Cafe les Olympiades,48.82385480000001,2.3661771,-1.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks,48.8756812,2.3260847,3.6,2,0,0,0,1,0,0,0,0,0,0,0,0
Amorino,48.8533678,2.370482999999999,3.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Vakkas,48.8841264,2.3606889,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Nespresso boutique Paris Opera,48.8721016,2.3304692,4.1,-1,0,0,0,1,0,0,0,0,0,0,0,0
Tropical Café,48.8803169,2.278865,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Au Garage a Velos,48.882934,2.3462248,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Chez Felicie,48.8325386,2.324331700000001,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Pretext,48.8073183,2.4722837,4.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Gévaudan,48.8617246,2.4411743,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
Au XV Du Rond Point,48.8700835,2.3110796,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
Walczak François,48.8319115,2.303049,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,1
Le Phylo,48.8494219,2.3259675,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Brulerie Saint Roch,48.8669661,2.333257699999999,4.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Maine Café,48.83785779999999,2.322326399999999,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
Tapovan,48.8448314,2.2821188,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Salon de Thé,48.853865,2.3072019,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Restaurant Cafe Par Sptis Grillades,48.8984994,2.3438373,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Amorino,48.8410003,2.3245579,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Café Rive Droite,48.8608257,2.348796199999999,3.3,-1,0,0,0,1,1,0,0,0,1,0,1,1
Starbucks,48.8240108,2.3878326,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Consulat Restaurant,48.88703569999999,2.3399288,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Boulangerie Patisserie,48.88150419999999,2.2861363,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Petit Café,48.8705356,2.3554181,3.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
Krêp,48.8738216,2.3356304,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
L'eden Cafe,48.91325,2.2532149,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Passerelle Concept Store & Thé Art Café,48.8699497,2.3668653,4.9,-1,0,0,0,1,0,1,0,0,0,0,0,0
Creperie and Kiosk,48.8542593,2.2998646,2.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Donjon,48.8676339,2.3788534,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Starbucks,48.87067219999999,2.3469061,3.9,2,0,0,0,1,0,0,0,0,0,0,0,0
Ha-Giang,48.8315978,2.3571414,-1.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Else Café,48.8900841,2.2893313,3.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Vigny,48.8796682,2.304722,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
Brasserie La Verrière,48.8381959,2.2400324,3.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Coupi bar,48.8213194,2.3701689,4.8,-1,0,0,0,1,0,0,0,0,0,0,1,0
MM Café,48.8764036,2.2943295,3.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
Total,48.91352969999999,2.3571401,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Parenthèse,48.8741031,2.3461646,4.3,-1,0,0,0,1,0,0,0,0,0,0,1,0
La Parisette,48.8716826,2.3718391,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,1
SOVEDIS,48.8965359,2.4671723,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Caravelle,48.8764021,2.326970499999999,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,1
Le Benjamin,48.8589376,2.346431699999999,2.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Malongo Café,48.8534592,2.3406414,4.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Cent Huit,48.891033,2.378356,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Dorothy,48.8689445,2.3901837,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Boulangerie vicino l'hotel,48.8585502,2.2837721,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Les Oiseaux,48.8505532,2.325206,2.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
Folie's Café,48.8738208,2.344751,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Paradise Café,48.8750961,2.3739704,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Rey Bastille,48.85330099999999,2.370494,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,0
Cave La Bourgogne,48.8391743,2.3496768,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Bouffarde,48.82399739999999,2.3230902,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,1
Café Restaurant Sudanies,48.8866402,2.3612375,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Tabac le voltaire,48.9123098,2.2965812,3.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
Cafe Danh,48.8235254,2.3657049,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Interfabric Coffee Shop,48.8847006,2.3153759,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Oum Kalthoum Café,48.8407834,2.348726000000001,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Royale,48.88694640000001,2.2703566,4.3,-1,0,0,0,1,0,0,0,0,0,0,1,1
Scaria,48.86485019999999,2.375032,4.6,-1,0,0,0,1,0,0,0,0,0,0,1,0
Café Society Whisky bar,48.87163289999999,2.3253583,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
L'Alouette,48.8319507,2.344543499999999,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Comptoir Voltaire,48.8503718,2.3931041,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Paloma Cafe,48.8338322,2.2894859,4.3,-1,0,0,0,1,0,0,0,0,0,0,1,1
L'Atmosphère,48.87437309999999,2.3626153,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Austerlitz k'fé,48.8429136,2.3636674,3.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Cantine (Monop' daily),48.8924768,2.238906,3.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Des Psalms,48.8570412,2.3597967,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Rose Thé,48.8523149,2.3769547,4.2,-1,0,0,0,1,0,0,0,0,0,0,0,0
BleuVerLeNoir Expo,48.8596011,2.3861445,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Cafeteria Piscine Parc de Sceaux,48.8760895,2.2427029,-1.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Capri,48.8902622,2.3211523,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,1
Café-Crême,48.8800271,2.3899123,4.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Rotonde,48.842357,2.329158,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,0
FatCat CoffeeStand,48.895959,2.296838,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Woow Your Life // Brain Works,48.8477807,2.2859117,3.2,-1,0,0,0,1,1,0,0,0,0,0,0,0
Häagen-Dazs,48.85485449999999,2.350250599999999,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Lily Of The Valley,48.8713911,2.3618159,4.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Traversée de Paris,48.83963569999999,2.3567596,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café du Garage,48.9035675,2.3362144,5.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Boulangerie 2M,48.8406282,2.3305107,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Crêperie Chez Yannick,48.8570027,2.2785892,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
SCANDLE,48.881327,2.331748,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Myrthe,48.873532,2.364851,4.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
Fondation Café,48.86570700000001,2.361503,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Cerwood Terrasse,48.8743513,2.388004,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Starbucks,48.87512359999999,2.3271531,3.6,2,0,0,0,1,0,0,0,0,0,0,0,0
Café Lourmel,48.837894,2.2819221,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
la parisienne,48.8484028,2.331838400000001,2.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Marigny,48.8892836,2.3754501,3.7,-1,0,0,0,1,0,0,0,0,0,0,0,1
Lido Cafe,48.8582606,2.2945071,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Bidule,48.8502422,2.3847703,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
bar café Jin,48.8732183,2.3748484,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Columbus Café & Co,48.824718,2.2591176,2.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Fleurus,48.8471,2.332126,3.7,-1,0,0,0,1,0,0,0,0,0,0,0,1
Café Pimpin,48.8917686,2.3449057,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
LINA'S,48.8844542,2.2968593,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
La porte Montmartre,48.87130450000001,2.343164900000001,1.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
POTEMKINE,48.87127390000001,2.3643563,4.8,-1,0,0,0,1,1,0,0,0,0,0,0,0
Café Limonade,48.8899114,2.3425418,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
HUGUETTE Maison de Famille,48.8466296,2.3275,4.4,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Parvis,48.8603452,2.3508684,1.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
Chocolate shop and Tea-room,48.8408838,2.417713399999999,3.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Rouge Gorge,48.8162357,2.3105417,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Chez Julien,48.8840906,2.3331122,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café La Belle Férronnière,48.869426,2.3027155,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Rotonde,48.8840019,2.3594819,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Miloca,48.88334049999999,2.2469775,4.8,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Globe Diderot,48.8472237,2.3870876,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café La Liberté,48.84093420000001,2.3247287,3.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Génie,48.8545694,2.3691443,4.1,-1,0,0,0,1,0,0,0,0,0,0,0,1
Café Mollien,48.86063709999999,2.3346242,3.1,-1,0,0,0,1,0,0,0,0,0,0,0,0
O' Kafé,48.8448515,2.3106582,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
bar la favorite,48.8627937,2.4414868,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Terminus Lyon,48.8458069,2.371784700000001,3.1,-1,0,0,0,1,0,0,0,0,0,0,1,0
Break Time,48.8839193,2.3266756,3.0,-1,0,0,0,1,0,0,0,0,1,0,0,1
Bo-goo,48.8844752,2.299460599999999,-1.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Arômes Coffeeshop,48.8648756,2.3752231,4.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
BÜL,48.8811714,2.341653,4.6,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Mistral,48.8924046,2.3250579,2.6,-1,0,0,0,1,0,0,0,0,0,0,1,1
Cafe Restaurant Stella Artois,48.9007322,2.314039,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
TopKnot Café,48.87490869999999,2.386153,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Mabillon,48.8533377,2.3358151,3.2,2,0,0,0,1,0,0,0,0,0,0,1,1
Layaly - Shisha Bar,48.8800317,2.4108981,4.0,-1,0,0,0,1,0,0,0,0,1,0,0,1
Typick Café,48.88608099999999,2.3729591,4.1,-1,0,0,0,1,0,0,0,0,0,0,0,0
Total,48.8644313,2.467341999999999,3.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Osteria Ferrara,48.851282,2.383292,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks,48.87616480000001,2.3259067,2.3,2,0,0,0,1,0,0,0,0,0,0,0,0
Brioche Dorée,48.84502799999999,2.373909,2.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Plaisir d'équi'thé,48.854988,2.3690124,4.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Pré,48.85290999999999,2.335,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Porte des Rêves,48.8848539,2.3545481,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Café Prem1er,48.84495200000001,2.376004,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,0
Mutinerie Coworking,48.8797933,2.3719209,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Music hall paris,48.84822339999999,2.4104468,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
L'imprévu,48.8746355,2.3731294,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
Kaf Conç Tolbiac,48.8263863,2.3610419,3.9,-1,0,0,0,1,0,0,0,0,0,0,0,1
Le Cafe de Pauline,48.8339802,2.3859812,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
L'Edenn Café,48.8393103,2.304658,4.2,-1,0,0,0,1,0,0,0,0,0,0,0,0
Grand Bouillon,48.9147499,2.3833586,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,1
God kaffe.,48.8735322,2.364851,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Les Petites Canailles,48.8607561,2.3679204,4.1,-1,0,0,0,1,0,0,0,0,0,0,0,1
Cafe Restaurant Franco Espagnol,48.8716512,2.3785663,3.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Chicha Prince,48.8826625,2.333080100000001,3.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Restaurant Le Murmure,48.8410513,2.2874797,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café des Beaux Arts,48.8576121,2.3355057,3.5,-1,0,0,0,1,0,0,0,0,0,0,0,1
Beaurepaire,48.8513467,2.349066,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café el Emir,48.8684193,2.3858311,4.1,-1,0,0,0,1,0,0,0,0,0,0,0,0
Au Général La fayette,48.8750353,2.3414364,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Au Coeur Du Thé,48.8897361,2.3804832,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café du Trocadéro,48.8636126,2.2866415,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Caffe Restaurant Hesinkar Kawa,48.8553781,2.4201089,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
La Cantine de la Cigale,48.88225669999999,2.339929,3.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
le comptoir de la crêpe,48.90106919999999,2.304879,4.6,-1,0,0,0,1,0,0,0,0,0,0,1,0
Patisserie H&G,48.833846,2.3551658,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Repaire,48.89166229999999,2.3499495,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,1
Le Paris Flandre,48.88552900000001,2.3708626,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,1
Maca'Rong,48.891783,2.325716,4.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
The Little Bar,48.8376064,2.3551029,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Drapeau,48.8579938,2.353168399999999,2.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
le Rendez-vous,48.8293811,2.3282285,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Kfé d'Aujourd'hui,48.8494198,2.3777686,3.6,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café Français,48.8273332,2.2794726,3.3,-1,0,0,0,1,0,0,0,0,0,0,0,1
Resto Du Parc,48.8356482,2.3857726,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
Citromelle Bio,48.87168869999999,2.353401299999999,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Lequatorze,48.8334157,2.3240673,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,0
Cafe De La Poste,48.81435629999999,2.3840655,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Total,48.8950583,2.3726389,3.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Le Pélican,48.9120742,2.2559759,2.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Au Bon Cafe,48.88354260000001,2.3679657,4.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Dzoni,48.8803192,2.2911218,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Ebenisterie Decoration,48.8748713,2.3934351,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
The Goji Bar,48.87593709999999,2.3446826,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Victoria,48.8335685,2.2868824,3.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Café des petits frères,48.8855995,2.3195583,4.2,-1,0,0,0,1,0,0,0,0,0,0,0,0
Relais H Café,48.86776450000001,2.4014086,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Elior Entreprises,48.89621959999999,2.2963473,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
JANAT,48.8442138,2.2911479,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Starbucks,48.89665649999999,2.2379671,3.9,2,0,0,0,1,0,0,0,0,0,0,0,0
Le SweetSpot,48.840888,2.3495296,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
Quirky,48.9085851,2.2869171,4.6,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Grain,48.8394467,2.381576700000001,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Banh Mi Paris,48.8229601,2.3617168,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
L'inévitable,48.84542,2.354858,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café Le Malakoff,48.86371519999999,2.2871374,3.6,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Cristal-Bar,48.8811875,2.3647484,4.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Anticafé Olympiades / Innovation Factory,48.8255352,2.3666371,3.9,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café Lamartine,48.86585799999999,2.276079,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Zen Zoo,48.8677588,2.3369218,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,0
Syphax Café,48.876131,2.3377039,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Maison Rose,48.887959,2.33966,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
Les Artisans,48.8484054,2.3725427,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks Coffee,48.85895000000001,2.3482197,3.9,2,0,0,0,1,0,0,0,0,0,0,0,0
BLDM,48.8936313,2.3292957,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,1
Café Forum,48.8626564,2.4420632,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café Clochette,48.8723957,2.3665583,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Comptoir Baulois,48.8723436,2.3275182,4.5,-1,0,0,0,1,0,0,0,0,0,0,1,0
Metro,48.8142283,2.295553099999999,4.6,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Mauri7,48.8715669,2.3537507,3.9,-1,0,0,0,1,0,0,0,0,0,0,0,1
L'Ambroise Paré,48.8817712,2.3525258,3.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
Au Clairon des Chasseurs,48.8864501,2.341089799999999,2.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Marquise,48.845159,2.32071,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
Rubeo Monte,48.8182519,2.319239,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,1
Amorino,48.85632019999999,2.3065088,4.4,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le bistrot des colonnes,48.86919779999999,2.3393295,3.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Change Point,48.870056,2.3561953,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Little Café,48.8569779,2.3559231,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,1
Yoopi cafe,48.9096235,2.4515715,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Diwane Paris,48.8595804,2.3874681,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Lieu de coworking,48.8766994,2.314784,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Cafe aux sports,48.811761,2.3906951,3.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
Cup-Cup Coffee - Gare de Bercy,48.8386369,2.382394399999999,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Restaurant Ma Prairie,48.878832,2.2422587,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks,48.84701130000001,2.286070399999999,3.9,2,0,0,0,1,0,0,0,0,0,0,0,0
L'Européen Café,48.88424389999999,2.326594,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Village de la Butte,48.8276017,2.3495285,3.6,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Mesnil,48.8740439,2.3159691,4.0,-1,0,0,0,1,0,0,0,0,0,0,1,1
TWO,48.8670558,2.3602686,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
CAFE DE PARIS,48.86672170000001,2.3823033,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Hanoi Corner,48.8776569,2.3318356,5.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
La Galerie Café Coworking,48.886122,2.3207133,4.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Hollywood,48.8779933,2.3300109,3.5,-1,0,0,0,1,0,0,0,0,0,0,0,1
Le Père Lachaise,48.8594161,2.3888155,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,1
Total,48.8456596,2.4008781,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Les officiers,48.8447385,2.4400461,3.7,-1,0,0,0,1,0,0,0,0,0,0,1,0
Le Lutetia,48.86419369999999,2.3714108,4.2,-1,0,0,0,1,0,0,0,0,0,0,0,1
La Perle,48.8598003,2.3606963,3.6,-1,0,0,0,1,0,0,0,0,0,0,1,1
Snack Nayan Café,48.84108909999999,2.3159854,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Bar Brasserie L'Imprevu,48.8430081,2.4055954,3.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Café De Paname,48.87579599999999,2.3684815,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
World Peace Café,48.8694663,2.3934236,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Royal Café,48.8309887,2.3119325,3.6,-1,0,0,0,1,0,0,0,0,0,0,1,0
Eat & Tea,48.9143736,2.2574183,5.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Kusmi Tea La Défense,48.8908595,2.2367944,3.8,-1,0,0,0,1,0,0,0,0,0,0,0,0
Tante Eugénie,48.8244689,2.4087766,4.3,-1,0,0,0,1,0,0,0,0,0,0,1,1
PMU,48.81790929999999,2.2930051,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Lelek Café,48.8585522,2.3901121,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
A la Folie,48.86427229999999,2.3715033,3.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Le Parisien,48.8754539,2.3570669,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le live,48.8935223,2.3597616,4.3,-1,0,0,0,1,0,0,0,0,0,0,0,0
Fleurus Café,48.8688257,2.2917654,3.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Café Le Nicot Latin,48.84625489999999,2.3431788,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
La Karambole,48.887237,2.32725,4.1,-1,0,0,0,1,0,0,0,0,0,0,1,1
CAFE LATIN,48.853355,2.342242999999999,4.2,-1,0,0,0,1,0,0,0,0,0,0,1,1
Dada,48.87855799999999,2.295615,3.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Starbucks,48.89280230000001,2.2978043,3.7,2,0,0,0,1,0,0,0,0,0,0,0,0
Total,48.8996743,2.3294063,3.0,-1,0,0,0,1,0,0,0,0,0,1,0,0
Café Caumartin,48.87107089999999,2.3279609,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Crystal Café,48.88953960000001,2.4006178,1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Brasserie du Lycée,48.9032645,2.3003515,3.5,-1,0,0,0,1,0,0,0,0,0,0,1,1
Bike Day,48.84976030000001,2.3807818,4.5,-1,0,0,0,1,0,0,0,0,0,0,0,0
O'Pigru,48.876058,2.3817242,-1.0,-1,0,0,0,1,0,0,0,0,0,0,1,0
Sazanka,48.8560215,2.280118799999999,3.9,-1,0,0,0,1,0,0,0,0,0,0,1,0
L'éventail,48.8642981,2.3688113,3.8,-1,0,0,0,1,0,0,0,0,0,0,1,1
Set in Paris,48.8511336,2.3510746,4.7,-1,0,0,0,1,0,0,0,0,0,0,0,0
Le Petit Café Chic,48.8864686,2.3932707,-1.0,-1,0,0,0,1,0,0,0,0,0,0,0,0
