nom,latitude,longitude,note,prix,furniture_store,laundry,bakery,cafe,home_goods_store,clothing_store,atm,lodging,night_club,convenience_store,restaurant,bar
Kyoto Dôme,48.8330752,2.2514112,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,1
City Food,48.862533,2.2762895,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Oriental Darkoum,48.8132168,2.4139178,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
O'Tacos,48.9007507,2.303875399999999,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Délice de L'Inde,48.88599629999999,2.317524,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
L'Escalier,48.875125,2.3557255,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Domino's Pizza,48.8072591,2.4386081,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0
Id Fun Sushi,48.9072002,2.3401552,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Restaurant Stéphane Martin,48.845062,2.289796,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Verdun,48.82516589999999,2.4064349,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
O'CHURRASCO,48.8785736,2.234974900000001,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Mi Casa Gentilly,48.8168209,2.3323697,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Volver,48.85527,2.375572399999999,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Bonne Table,48.9051024,2.3019415,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,1
Pizza Hut,48.8129348,2.3706336,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0
Restauration Collective Casino,48.8599623,2.4085524,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Chefs & Talents,48.88646989999999,2.3101958,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Délicieux Montmartre,48.8907312,2.4016007,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Pepino,48.8238434,2.3416529,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Source,48.8199232,2.2605431,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
L'EBAUCHOIR,48.8498631,2.3811328,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
L'Auberge Calabraise,48.8256802,2.3136135,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bio Prestige Green D,48.8261741,2.2338505,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Fil Rouge Café,48.86896,2.3585062,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sushi Belle,48.87831209999999,2.4303189,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Yayami,48.8569945,2.3806411,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
Jardin D Asie,48.8123897,2.300957,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Schwartz's Deli,48.8804516,2.2954208,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Momo,48.85492190000001,2.3612398,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sukiyaki,48.8535939,2.3707409,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,1
Pizza Voltaire,48.8557535,2.383917099999999,3.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Cantine,48.9002724,2.298451,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
City Foods Bobigny Pizza Sandwich,48.90479790000001,2.447742400000001,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Mamagaya,48.9159382,2.4435894,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Hut Bel Air,48.83936,2.4083478,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0
Levip,48.8992391,2.2816386,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Fuxia,48.8802782,2.3398116,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Vingt Heures Vin La Suite,48.8689932,2.3727343,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
La Fabrique Utile La FabU,48.861768,2.442669,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
L'Insolent,48.891714,2.3185007,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Fresh Burritos,48.884609,2.477685,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
McDonald's,48.87735159999999,2.474636599999999,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
Hippopotamus,48.8116554,2.3630547,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Comice,48.849383,2.275946,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
The Frog & Princess,48.852277,2.3346836,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Bec Fin - Chez Saïd,48.869796,2.3558644,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Chardenoux,48.8527401,2.3849339,4.2,3,0,0,0,0,0,0,0,0,0,0,1,0
Kmarket,48.8461818,2.4225769,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Verse Toujours,48.83847890000001,2.3510563,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
On a Faim !!!,48.8902596,2.2834113,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Borges Nascimento Fernando,48.80666859999999,2.2859485,4.7,-1,0,0,0,0,0,0,0,0,0,0,1,1
La Galétière,48.8564018,2.4263353,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Mumtaz,48.8162224,2.2475612,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
le poulailler,48.8251996,2.3720054,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
BISTROCASH PORTE DE BERCY,48.834977,2.389456,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Si Mohammed Said,48.8960981,2.4602128,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Saint Pierre.,48.892016,2.445142,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Seç - Restaurant Turc à Paris,48.89324010000001,2.3376029,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Plage,48.89249899999999,2.3853883,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
El Rancho,48.884212,2.476243,3.1,-1,0,0,0,0,0,0,0,0,0,0,1,1
Palais Royal de Nogent,48.8343733,2.4729526,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
O'Tacos Noisy-le-Sec,48.8960319,2.4598701,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Della Notte,48.80768699999999,2.240549999999999,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Rsd,48.84243980000001,2.3276392,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
L'Affiche,48.837682,2.259369,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
El Madina,48.90471489999999,2.3929812,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
TOKYO SUSHI,48.8091583,2.3867839,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Délices de Huang,48.81592930000001,2.3941768,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Royal Montreuil,48.8581106,2.4373531,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,1
Chez Martin,48.87665979999999,2.2327612,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Halal Baili,48.8763995,2.4149001,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bonheur De Clichy,48.900605,2.315883,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
O Corcovado,48.833944,2.3225189,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Divellec,48.861082,2.311377,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Clignancourt,48.8972475,2.3443172,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Bazar Egyptien,48.8535804,2.373108,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
Sushi d'Ivry,48.8146999,2.402615899999999,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Donatello,48.8304687,2.2455544,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Violon d'Ingres,48.8582239,2.3018666,4.4,3,0,0,0,0,0,0,0,0,0,0,1,0
La Cantoche,48.8478064,2.3865485,2.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Nino,48.88199880000001,2.286303999999999,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
KINTARO,48.8461362,2.4234409,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Mangerie,48.8557001,2.3628122,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Monte Cassino,48.898683,2.234412,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Pantin,48.8916117,2.4040656,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bistrot Venizia,48.8817136,2.2412227,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Cinecitta,48.86486009999999,2.3969522,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Restaurant L'Équateur,48.868188,2.375032,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Piscine,48.8941033,2.351500399999999,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
Brasserie Flo,48.8726037,2.3525127,3.9,3,0,0,0,0,0,0,0,0,0,0,1,0
Quick delice,48.9045649,2.3724804,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza des Roissys,48.80749309999999,2.2771124,4.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Clip,48.8643246,2.3978112,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Super Pizza,48.813883,2.278846,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Au Plaisir du Pain,48.86303729999999,2.441846899999999,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Petite Table,48.85637219999999,2.4166024,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizzeria Tradition - Livraison à Domicile,48.867266,2.2839599,1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Miyakito,48.8193351,2.3103773,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Chicken sweet,48.8155671,2.3106465,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Olivium,48.8818434,2.478567899999999,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Table Verte,48.87939729999999,2.2966994,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Breakfast In America,48.8478135,2.3511126,4.1,1,0,0,0,0,0,0,0,0,0,0,1,1
New Shri Ganesh,48.8962059,2.2487177,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Doubet - Les Gourmandises du Coeur,48.898139,2.2871086,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
HD Diner - La Défense,48.8905541,2.236145,2.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Bistro de la Ferme,48.8304258,2.2389731,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Petit Célestin,48.852152,2.361344,4.5,2,0,0,0,0,0,0,0,0,0,0,1,0
Il NOVE,48.90372139999999,2.2337929,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Brioche Doree,48.8831756,2.4773572,2.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Place Rouge KB,48.8126197,2.3617957,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Msushi,48.9156377,2.2758303,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Gaspard de la Nuit,48.8541367,2.3675015,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Oulala,48.8442691,2.3492384,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Bar Belge,48.8118045,2.4299641,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
L'accent,48.840651,2.2892922,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Onyxia,48.8845719,2.4774965,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
The big Blue,48.8511083,2.3686845,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Pizza Hut Bauchat,48.8454829,2.3927543,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0
Le Paris,48.8418006,2.2387276,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Little Piazza Sarl Mee,48.81970169999999,2.311629399999999,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sushi Bâ,48.8217314,2.2876684,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Grenier à Pommes,48.8648241,2.2907932,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Le Sari Cuisine Indienne,48.883474,2.373691,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Himalayan Restaurant,48.8192646,2.3231242,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Koyuki,48.8448065,2.2963859,4.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Canteen Bus Gobelins,48.83394,2.3535017,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza Di Napoli,48.8525731,2.2910359,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Veng Hour,48.890707,2.235815000000001,1.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
LV 09,48.8975818,2.2853472,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
MATSUYAMA,48.8414198,2.2990904,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Coco de Mer,48.83914,2.358551,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
SUSHIS STORY,48.87741669999999,2.4611281,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Café George V,48.8724941,2.3003955,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,1
Bo Bun,48.9075077,2.3745866,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
JPFRestoconsult,48.9055141,2.3153519,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Oki-Sushi,48.8261243,2.2475676,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Chez Bébert,48.8438842,2.3245392,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Aux Multiples Saveurs,48.90000389999999,2.3176382,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
So' Fast,48.86539999999999,2.376732,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Yan Kady Chez Fatou,48.8609745,2.439897,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Casa Gepetto,48.84022119999999,2.3503099,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Les Frères Poulet,48.87522300000001,2.469645,4.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant La Tagliatella,48.824571,2.260067,2.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pizza M,48.8580435,2.406971899999999,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pastel Da Feira,48.8116535,2.413968999999999,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le 5,48.82935149999999,2.2468985,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,1
9 billards,48.865831,2.376844,2.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Chéri-Chérie,48.8730924,2.4046772,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Aux Pains Perdus,48.8964761,2.2372427,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Royal Dynastie,48.90723370000001,2.3788425,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Fratello,48.874739,2.405447,4.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Do O Claro Adelaide Maria,48.90882149999999,2.3439687,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Teranga Plus,48.8831227,2.4398727,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Mogador,48.885281,2.2634892,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
Vapiano,48.8911807,2.2358743,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Grande Muraille,48.86546690000001,2.4432243,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,1
John Viande,48.874553,2.354289,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Cojean Neuilly,48.8852461,2.2602177,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Aux Artistes,48.88579419999999,2.4131673,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Co,48.89667730000001,2.3429259,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Pavillon Céleste,48.82579089999999,2.407394599999999,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Pasta et Basta,48.82657769999999,2.3656413,4.3,2,0,0,0,0,0,0,0,0,0,0,1,0
Orient Extrême Montaigne,48.8669459,2.3075618,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
MOSTAZA,48.8425737,2.4175749,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Crêperie,48.8453983,2.4278604,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Zig Zag Café,48.84619499999999,2.306827,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Beurre Noisette,48.835621,2.2847406,4.5,-1,0,0,0,0,0,0,0,0,0,0,1,0
Matsuri Marbeuf,48.8687747,2.3043313,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Camion Gourmand,48.8509373,2.4216445,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Okayama,48.829373,2.283101199999999,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Les Frangins,48.8974692,2.3271032,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Black Spoon,48.8970225,2.2354881,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Hoki Sushi,48.8445504,2.4024328,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
legenda,48.87603099999999,2.345658,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
LA PLAQUE D'OR 2,48.8571423,2.4080462,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Indiana Café,48.896047,2.3895377,2.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
REST'ICI,48.8589091,2.425214099999999,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
McDonald's,48.8913304,2.2373075,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0
Elysées Hong-Kong,48.8417869,2.2589189,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Grill Istanbul,48.8907332,2.3762333,4.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Ouaissa Hocine,48.847972,2.4420085,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Volant Basque,48.8499194,2.2912559,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Tokyo Sushi,48.83533629999999,2.2922813,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Venoza,48.905712,2.253728,4.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Relais D'Or,48.8349728,2.4061722,2.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant La Vietnamienne GAO,48.813215,2.371558,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
bistrot Melac,48.85561140000001,2.386738,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Marco Polo,48.85142829999999,2.3380934,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Flavours of Djerba Restaurant,48.84597,2.4352771,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Rosetta,48.84495069999999,2.4366795,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Langousta,48.85626200000001,2.278155,4.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sushi Paradise,48.8072878,2.473920999999999,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Il Gattopardo,48.8341264,2.2398002,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
NoLiTa Caffe,48.89891179999999,2.3033404,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Aux Gourmets de Hong Kong,48.811453,2.383608999999999,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bar La bodega,48.8277176,2.3704712,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bibimbap Restaurant,48.84082859999999,2.3620428,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Avenance,48.863812,2.448451,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Cyrano,48.9017199,2.413918900000001,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,1
Chez Piero,48.8167919,2.3258805,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Asie Douceur,48.8480123,2.4463061,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Nilaja,48.851716,2.380460599999999,3.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Eurl Deveire,48.8602654,2.4664177,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Brasserie Balzar,48.849912,2.34337,3.7,3,0,0,0,0,0,0,0,0,0,0,1,0
Lac Tana,48.8474784,2.2946076,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Kydam,48.8083176,2.4714645,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Gigi,48.885813,2.3472784,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,1
Brasserie LA FOURCHE,48.8116006,2.270769,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
Pizza Nana,48.812438,2.3869387,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
basilic'o,48.8220818,2.34988,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Indiana Café - Denfert-Rochereau,48.8334896,2.3320234,3.5,-1,0,0,0,0,0,0,0,0,0,0,1,1
Asahi Sushi,48.895836,2.2524351,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Comptoir Vouillé,48.83511089999999,2.3042731,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Paradis du Fruit,48.870791,2.300638,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Briochette Croissantin,48.91486059999999,2.440542799999999,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
ASIATI-K,48.84007,2.237756,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Bienvenu,48.8798013,2.3987948,2.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Jardin d'Italie,48.830154,2.3526198,3.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Restaurant Le Mag,48.83909149999999,2.236153,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Nagano,48.89366509999999,2.2522878,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
L'assiette,48.80858440000001,2.381609,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Colas Paris,48.85175049999999,2.4563932,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Brasserie de la Mairie,48.8123827,2.238733099999999,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Fuxia,48.88633129999999,2.3178106,3.4,-1,0,0,0,0,0,0,0,0,0,0,1,1
SANDWICH RESTAURANT FAST FOOD 2004,48.9130747,2.4374878,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sushi Tokyo,48.9079384,2.2864061,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Au Coq Bressan,48.84807540000001,2.4348787,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Papagallo,48.8287015,2.3507295,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Kanoun,48.82854269999999,2.4030708,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,1
Domino's Pizza Paris 17 - Batignolles,48.885195,2.3162068,3.5,1,0,0,0,0,0,0,0,0,0,0,1,0
Homarus,48.8787666,2.4783066,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Murat,48.847722,2.2591061,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,1
Yona Dina,48.86860409999999,2.2818322,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Montagnard,48.89590099999999,2.346662,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
Crêperie Brocéliande,48.8843903,2.3410872,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Sushi Ichiban,48.8315518,2.3288448,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Taj India,48.8169651,2.3041304,3.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Chasse-Marée,48.8543272,2.2689061,4.2,-1,0,0,0,0,0,0,0,0,0,0,1,0
Case exotik,48.8084763,2.296161,4.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Balto,48.8460159,2.4246901,3.7,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Saint Emilion,48.9141279,2.382330000000001,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Lasserre,48.8663019,2.3097918,4.5,4,0,0,0,0,0,0,0,0,0,0,1,0
Little sud ouest,48.8677949,2.4560202,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Allo Pizza 93,48.89570519999999,2.461162799999999,3.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
La Table des Frangins,48.8410063,2.2662628,3.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
Paradis des Indes,48.8908656,2.3466954,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,1
McDonald's,48.84305529999999,2.3637477,3.3,1,0,0,0,0,0,0,0,0,0,0,1,0
Kahn Famous Deli,48.84248210000001,2.2304182,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,1
Le Vieux Belleville,48.8716325,2.3863984,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
Zendo,48.8349584,2.3855757,4.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Oishi Sushi d' Arcueil,48.8078965,2.3321223,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Au Régal Couscous,48.84759039999999,2.4004808,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
LE BONHEUR,48.8361353,2.4208542,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,1
Eden pizza,48.84621629999999,2.4678188,5.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Le W,48.8720942,2.3031218,4.3,4,0,0,0,0,0,0,0,0,0,0,1,0
Restaurant Garnier,48.875381,2.326151,3.9,-1,0,0,0,0,0,0,0,0,0,0,1,1
A.j.c,48.8596034,2.4050602,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bella Pizza,48.81241079999999,2.273135,4.4,-1,0,0,0,0,0,0,0,0,0,0,1,0
Le Jardin de Belleville,48.8698117,2.3824691,3.1,-1,0,0,0,0,0,0,0,0,0,0,1,1
Les Magnolias,48.83756810000001,2.4445717,2.9,-1,0,0,0,0,0,0,0,0,0,0,1,0
Délices de Pékin,48.8341165,2.2550317,3.8,-1,0,0,0,0,0,0,0,0,0,0,1,0
Les Gourmets,48.8912882,2.2829414,-1.0,-1,0,0,0,0,0,0,0,0,0,0,1,1
Cento e Seis,48.9028594,2.258646600000001,4.3,-1,0,0,0,0,0,0,0,0,0,0,1,0
Unico,48.85204299999999,2.3845422,4.1,-1,0,0,0,0,0,0,0,0,0,0,1,0
Bambou d'Or,48.82220900000001,2.3617467,4.6,-1,0,0,0,0,0,0,0,0,0,0,1,0
